#ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	unassigned
ASV_2	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	unassigned	unassigned
ASV_3	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Akashiwo	Akashiwo sanguinea
ASV_4	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Cochlodinium	unassigned
ASV_5	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_6	Eukaryota	unknown	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Ensiculifera	Ensiculifera imariensis
ASV_7	Eukaryota	unknown	Dinophyceae	unknown	unknown	unknown	Dinophyceae sp. CCMP1878
ASV_8	Eukaryota	unknown	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Ensiculifera	Ensiculifera imariensis
ASV_9	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_10	Eukaryota	Chlorophyta	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_11	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	unassigned
ASV_12	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia fraudulenta
ASV_13	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium rubrum
ASV_14	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_15	Eukaryota	unknown	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum triestinum
ASV_16	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	unassigned	unassigned	unassigned
ASV_17	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	unassigned	unassigned
ASV_18	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium crassipes
ASV_19	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_20	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia australis
ASV_21	Eukaryota	unknown	Dinophyceae	Peridiniales	unassigned	unassigned	unassigned
ASV_22	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_23	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_24	Eukaryota	unknown	unknown	unknown	unknown	unknown	phototrophic eukaryote
ASV_25	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	unassigned
ASV_26	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_27	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	unassigned
ASV_28	Eukaryota	unknown	Dinophyceae	unknown	unknown	Spiniferites	Spiniferites ramosus
ASV_29	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	unassigned
ASV_30	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_31	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Warnowiaceae	Proterythropsis	Proterythropsis sp. BSL-2009a
ASV_32	Eukaryota	unknown	Haptophyta	Phaeocystales	Phaeocystaceae	Phaeocystis	unassigned
ASV_33	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	unassigned
ASV_34	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_35	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium crassipes
ASV_36	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_37	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_38	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_39	Eukaryota	Cercozoa	unknown	Thaumatomonadida	Thaumatomastigidae	Protaspis	unassigned
ASV_40	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	unassigned
ASV_41	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Temoridae	Temora	unassigned
ASV_42	Eukaryota	unknown	Dinophyceae	unknown	unknown	unknown	Dinophyceae sp. UDMS0803
ASV_43	Eukaryota	Ciliophora	Spirotrichea	unassigned	unassigned	unassigned	unassigned
ASV_44	Eukaryota	Arthropoda	Hexanauplia	Calanoida	unassigned	unassigned	unassigned
ASV_45	Eukaryota	Arthropoda	Hexanauplia	Harpacticoida	Euterpinidae	Euterpina	Euterpina acutifrons
ASV_46	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_47	Eukaryota	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11055
ASV_48	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_49	Eukaryota	unknown	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Scrippsiella	unassigned
ASV_50	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_51	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_52	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Polykrikos	Polykrikos kofoidii
ASV_53	Eukaryota	Ciliophora	Prostomatea	Prorodontida	Plagiocampidae	Plagiocampa	unassigned
ASV_54	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_55	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	Lepidodinium viride
ASV_56	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_57	Eukaryota	Arthropoda	Malacostraca	Decapoda	unassigned	unassigned	unassigned
ASV_58	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	Rhizosolenia setigera
ASV_59	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	unassigned
ASV_60	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium rubrum
ASV_61	Eukaryota	unknown	Raphidophyceae	Chattonellales	Chattonellaceae	Fibrocapsa	Fibrocapsa japonica
ASV_62	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	unassigned
ASV_63	Eukaryota	unknown	Haptophyta	Prymnesiales	unassigned	unassigned	unassigned
ASV_64	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Adenoides	Adenoides eludens
ASV_65	Eukaryota	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	unassigned
ASV_66	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_67	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	Corycaeidae	Corycaeus	Corycaeus speciosus
ASV_68	Eukaryota	Cryptophyta	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_69	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Minidiscus	unassigned
ASV_70	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus polymorphus
ASV_71	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strombidinopsidae	Strombidinopsis	unassigned
ASV_72	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_73	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	unassigned	unassigned
ASV_74	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium conicum
ASV_75	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	unassigned	unassigned
ASV_76	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	unassigned	unassigned	unassigned
ASV_77	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	unassigned
ASV_78	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_79	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	unassigned
ASV_80	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_81	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_82	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	Guinardia flaccida
ASV_83	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos tenuis
ASV_84	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_85	Eukaryota	Ciliophora	Spirotrichea	unassigned	unassigned	unassigned	unassigned
ASV_86	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	unassigned	unassigned
ASV_87	Eukaryota	Annelida	Polychaeta	Echiuroidea	Echiuridae	unassigned	unassigned
ASV_88	Eukaryota	Cryptophyta	unknown	Pyrenomonadales	Geminigeraceae	Geminigera	Geminigera cryophila
ASV_89	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium crassipes
ASV_90	Eukaryota	Arthropoda	Malacostraca	Decapoda	Polychelidae	Pentacheles	Pentacheles laevis
ASV_91	Eukaryota	unknown	Haptophyta	Isochrysidales	Noelaerhabdaceae	unassigned	unassigned
ASV_92	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_93	Eukaryota	unknown	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	unassigned
ASV_94	Eukaryota	Ciliophora	Spirotrichea	unknown	Tontoniidae	Pseudotontonia	Pseudotontonia sp. JG-2011a
ASV_95	Eukaryota	unknown	Raphidophyceae	Chattonellales	Chattonellaceae	Heterosigma	Heterosigma akashiwo
ASV_96	Eukaryota	unknown	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa rotundata
ASV_97	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos tenuis
ASV_98	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	Parasagitta	Parasagitta megalophthalma
ASV_99	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_100	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_101	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_102	Eukaryota	unknown	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Scrippsiella	unassigned
ASV_103	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	unassigned
ASV_104	Eukaryota	Ciliophora	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_105	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium depressum
ASV_106	Eukaryota	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	Strombidium caudispina
ASV_107	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	unassigned
ASV_108	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros sp. UNC1415
ASV_109	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_110	Eukaryota	unknown	Dinophyceae	Peridiniales	Heterocapsaceae	unassigned	unassigned
ASV_111	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium litoralis
ASV_112	Eukaryota	unknown	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos tenuis
ASV_113	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	unassigned
ASV_114	Eukaryota	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	unassigned
ASV_115	Eukaryota	Chlorophyta	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_116	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros cinctus
ASV_117	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_118	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_119	Eukaryota	unknown	Dinophyceae	Peridiniales	Peridiniaceae	Pentapharsodinium	unassigned
ASV_120	Eukaryota	unknown	Dinophyceae	Peridiniales	Peridiniaceae	Peridinium	unassigned
ASV_121	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_122	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_123	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	Actinocyclus curvatulus
ASV_124	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Prionospio	unassigned
ASV_125	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_126	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium leonis
ASV_127	Eukaryota	Echinodermata	Echinoidea	unassigned	unassigned	unassigned	unassigned
ASV_128	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_129	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	unassigned	unassigned	unassigned
ASV_130	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_131	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_132	Eukaryota	Cryptophyta	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_133	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	unassigned	unassigned
ASV_134	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	unassigned	unassigned	unassigned
ASV_135	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	unassigned
ASV_136	Eukaryota	Arthropoda	Malacostraca	Decapoda	unassigned	unassigned	unassigned
ASV_137	Eukaryota	Cryptophyta	unknown	Pyrenomonadales	Geminigeraceae	Teleaulax	Teleaulax amphioxeia
ASV_138	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus elongatus
ASV_139	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_140	Eukaryota	unknown	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 13 RG-2016
ASV_141	Eukaryota	unknown	Dinophyceae	Pyrocystales	Pyrocystaceae	Dissodinium	Dissodinium pseudolunula
ASV_142	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_143	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	unassigned
ASV_144	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Temoridae	Temora	unassigned
ASV_145	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_146	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	unassigned
ASV_147	Eukaryota	Cercozoa	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_148	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	unassigned
ASV_149	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Salpingella	unassigned
ASV_150	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Centropagidae	Sinocalanus	unassigned
ASV_151	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_152	Eukaryota	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	Strombidium sp. JG-2011a
ASV_153	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_154	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_155	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_156	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Paragymnodinium	Paragymnodinium shiwhaense
ASV_157	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_158	Eukaryota	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	Strombidium paracalkinsi
ASV_159	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros tenuissimus
ASV_160	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris
ASV_161	Eukaryota	unknown	Oomycetes	unassigned	unassigned	unassigned	unassigned
ASV_162	Eukaryota	unknown	Dinophyceae	Syndiniales	unassigned	unassigned	unassigned
ASV_163	Eukaryota	Arthropoda	Hexanauplia	Calanoida	unassigned	unassigned	unassigned
ASV_164	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_165	Eukaryota	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH147-EKD18
ASV_166	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium sp. LaTo2
ASV_167	Eukaryota	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11027
ASV_168	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_169	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_170	Eukaryota	unknown	Dinophyceae	Blastodiniales	unknown	Blastodinium	Blastodinium galatheanum
ASV_171	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	unassigned
ASV_172	Eukaryota	unknown	Oomycetes	unassigned	unassigned	unassigned	unassigned
ASV_173	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_174	Eukaryota	unknown	Dinophyceae	Suessiales	Suessiaceae	Protodinium	Protodinium simplex
ASV_175	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_176	Eukaryota	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH147-EKD6
ASV_177	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_178	Eukaryota	unknown	Dinophyceae	Pyrocystales	Pyrocystaceae	Pyrocystis	Pyrocystis noctiluca
ASV_179	Eukaryota	Ciliophora	Spirotrichea	unassigned	unassigned	unassigned	unassigned
ASV_180	Eukaryota	Arthropoda	Hexanauplia	Sessilia	Balanidae	Balanus	Balanus nubilus
ASV_181	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_182	Eukaryota	Mollusca	Gastropoda	Lepetellida	Lepetodrilidae	unassigned	unassigned
ASV_183	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_184	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_185	Eukaryota	Ciliophora	Spirotrichea	unknown	Strombidiidae	Laboea	Laboea strobila
ASV_186	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium crassipes
ASV_187	Eukaryota	Arthropoda	Hexanauplia	Calanoida	unassigned	unassigned	unassigned
ASV_188	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_189	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_190	Eukaryota	Mollusca	Bivalvia	Mytiloida	Mytilidae	Idas	Idas argenteus
ASV_191	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_192	Eukaryota	Bacillariophyta	Mediophyceae	Hemiaulales	Hemiaulaceae	Eucampia	unassigned
ASV_193	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium crassipes
ASV_194	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_195	Eukaryota	unknown	Dinophyceae	Syndiniales	Duboscquellidae	Duboscquella	unassigned
ASV_196	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_197	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	unassigned	unassigned
ASV_198	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_199	Eukaryota	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH145-EKD20
ASV_200	Eukaryota	Bacillariophyta	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_201	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	Sagitta	Sagitta sp. DP-2006
ASV_202	Eukaryota	Ciliophora	Spirotrichea	unknown	Strombidiidae	unassigned	unassigned
ASV_203	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	unassigned
ASV_204	Eukaryota	Ciliophora	Prostomatea	Prorodontida	Colepidae	Tiarina	unassigned
ASV_205	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_206	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_207	Eukaryota	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11305
ASV_208	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Proboscia	unassigned
ASV_209	Eukaryota	Cryptophyta	unknown	Cryptomonadales	Hemiselmidaceae	Hemiselmis	unassigned
ASV_210	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira concaviuscula
ASV_211	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	Warnowia sp. BSL-2009a
ASV_212	Eukaryota	unknown	Dinophyceae	Suessiales	Suessiaceae	Ansanella	unassigned
ASV_213	Eukaryota	Chlorophyta	Pedinophyceae	Pedinomonadales	Pedinomonadaceae	Pedinomonas	unassigned
ASV_214	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii
ASV_215	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	unassigned
ASV_216	Eukaryota	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Nephtys	unassigned
ASV_217	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_218	Eukaryota	Bacillariophyta	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_219	Eukaryota	unknown	Dinophyceae	Syndiniales	Duboscquellidae	Duboscquella	unassigned
ASV_220	Eukaryota	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	unassigned
ASV_221	Eukaryota	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium crassipes
ASV_222	Eukaryota	unknown	unknown	unknown	unknown	Solenicola	unassigned
ASV_223	Eukaryota	Mollusca	Bivalvia	Veneroida	Vesicomyidae	Calyptogena	Calyptogena magnifica
ASV_224	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_225	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia fraudulenta
ASV_226	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_227	Eukaryota	Chlorophyta	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_228	Eukaryota	Ciliophora	Spirotrichea	unknown	Strombidiidae	Spirostrombidium	Spirostrombidium agathae
ASV_229	Eukaryota	Cryptophyta	unknown	Pyrenomonadales	Geminigeraceae	Teleaulax	Teleaulax amphioxeia
ASV_230	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_231	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_232	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_233	Eukaryota	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_234	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_235	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_236	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_237	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_238	Eukaryota	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH145-EKD20
ASV_239	Eukaryota	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11012
ASV_240	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_241	Eukaryota	Chlorophyta	unknown	Pyramimonadales	unknown	Cymbomonas	Cymbomonas tetramitiformis
ASV_242	Eukaryota	Rotifera	Monogononta	Ploima	Synchaetidae	Synchaeta	unassigned
ASV_243	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	unassigned	unassigned
ASV_244	Eukaryota	Chlorophyta	unknown	Pyramimonadales	unknown	Pyramimonas	Pyramimonas australis
ASV_245	Eukaryota	unknown	Dinophyceae	Peridiniales	Heterocapsaceae	unassigned	unassigned
ASV_246	Eukaryota	Chlorophyta	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_247	Eukaryota	Arthropoda	Hexanauplia	Calanoida	unassigned	unassigned	unassigned
ASV_248	Eukaryota	Bacillariophyta	Fragilariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis	Asterionellopsis glacialis
ASV_249	Eukaryota	Ctenophora	Nuda	Beroida	Beroidae	Beroe	unassigned
ASV_250	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros sp. UNC1414
ASV_251	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona sp. Roadstead of Brest
ASV_252	Eukaryota	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11023
ASV_253	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_254	Eukaryota	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_255	Eukaryota	unknown	Dinophyceae	Peridiniales	Amphidiniopsidaceae	Herdmania <dinoflagellates>	Herdmania litoralis
ASV_256	Eukaryota	unknown	unknown	unknown	unknown	Incisomonas	Incisomonas marina
ASV_257	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	unassigned	unassigned
ASV_258	Eukaryota	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Paulsenella	Paulsenella vonstoschii
ASV_259	Eukaryota	Bacillariophyta	Mediophyceae	Cymatosirales	Cymatosiraceae	Brockmanniella	Brockmanniella brockmannii
ASV_260	Eukaryota	unknown	Dinophyceae	unassigned	unassigned	unassigned	unassigned
ASV_261	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	unassigned
